object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted
5206,873,1399,1.797029702970297,73326.0,80,0.81,False
5206,871,1399,1.7572815533980584,74572.0,81,0.81,False
5206,867,1399,1.6930232558139535,78260.0,82,0.78,False
5206,884,1400,1.8636363636363635,73062.0,83,0.79,False
5206,882,1395,1.7799043062200957,77748.0,84,0.8,False
5206,867,1391,1.6666666666666667,84375.0,85,0.83,False
5206,859,1396,1.7488151658767772,77859.0,86,0.83,False
5206,846,1393,1.6863636363636363,81620.0,87,0.8,False
5206,843,1390,1.7380952380952381,76650.0,88,0.78,False
5206,844,1385,1.6944444444444444,79056.0,89,0.79,False
5206,849,1393,1.6912442396313363,79639.0,90,0.82,False
5206,853,1395,1.58008658008658,84315.0,91,0.78,False
5206,867,1403,1.7658536585365854,74210.0,92,0.78,False
5206,877,1412,1.7098214285714286,85792.0,93,0.78,False
5206,887,1411,1.784037558685446,80940.0,94,0.79,False
5206,891,1414,1.7066666666666668,86400.0,95,0.78,False
5206,894,1417,1.515625,99328.0,96,0.69,False
5206,918,1420,1.7321428571428572,86912.0,97,0.45,False
5206,937,1433,1.7194570135746607,83980.0,98,0.65,False
5206,935,1440,1.7276785714285714,86688.0,99,0.54,False
5206,915,1443,1.551440329218107,91611.0,100,0.7,False
5206,905,1444,1.8421052631578947,80465.0,101,0.72,False
5206,900,1447,1.7777777777777777,82944.0,102,0.73,False
5206,901,1442,1.857843137254902,77316.0,103,0.8,False
5206,877,1427,1.6478260869565218,87170.0,104,0.76,False
5206,867,1426,1.7136150234741785,77745.0,105,0.72,False
5206,867,1443,1.6651982378854626,85806.0,106,0.69,False
5206,833,1458,1.5116279069767442,100620.0,107,0.71,False
5206,797,1460,1.4597701149425288,99441.0,108,0.6,False
5206,805,1458,1.6218487394957983,91868.0,109,0.72,False
5206,791,1465,1.4059040590405905,103251.0,110,0.66,False
5206,768,1484,1.613821138211382,97662.0,111,0.68,False
5206,757,1503,1.4578754578754578,108654.0,112,0.65,False
5206,780,1504,1.462962962962963,106650.0,113,0.66,False
5206,814,1487,1.6512605042016806,93534.0,114,0.62,False
5206,844,1480,1.615702479338843,94622.0,115,0.71,False
5206,877,1478,1.7203389830508475,95816.0,116,0.68,False
5206,914,1478,1.6378600823045268,96714.0,117,0.56,False
5206,947,1481,1.751111111111111,88650.0,118,0.76,False
5206,971,1484,2.0,77618.0,119,0.54,False
5206,923,1477,2.4038461538461537,26000.0,126,0.17,False
5206,947,1426,1.10989010989011,36764.0,128,0.1,False
5206,955,1462,2.1055045871559632,100062.0,129,0.11,False
5206,974,1475,2.3535353535353534,92268.0,130,0.55,False
5206,988,1473,2.5542857142857143,78225.0,131,0.25,False
