frame_id,stem,product,object_id,area,aspect_ratio,number_of_grapes,ths1,ths2,ths3,ths4,rg1,rg2,rg3,rg4,ratio_upper_lower,ratio_left_right,mean_grape_area,mean_grape_ratio,percentage_bunch_area,compactness
388,7,24,299,4928,1.203,19,0,0,0,5,0,0,0,94,2.8,1.11,389.37,1.22,0.1,0.06
388,7,24,305,4940,1.169,31,6,3,0,6,0,0,0,83,1.82,1.21,326.26,1.12,0.15,0.05
388,7,24,294,4818,1.106,17,0,0,0,41,0,0,11,47,3.25,0.7,124.59,1.27,0.15,0.06
388,7,24,315,4940,1.169,14,0,0,0,0,0,0,7,92,1.0,0.56,507.14,1.11,0.13,0.07
388,7,24,310,5940,2.037,28,0,3,28,0,0,3,0,64,1.55,0.75,200.36,1.15,0.15,0.05
388,7,24,328,5313,1.116,23,8,17,8,0,0,0,0,65,2.29,0.92,274.17,1.11,0.17,0.06
388,7,24,326,10725,1.907,44,0,4,11,0,0,0,2,81,1.2,1.2,294.64,1.0,0.15,0.04
388,7,24,318,14608,1.886,10,0,0,10,0,0,0,20,70,1.5,1.5,245.8,0.99,0.09,0.07
388,7,24,321,8976,1.941,14,0,0,0,14,0,0,0,85,1.33,1.33,220.36,1.08,0.1,0.06
388,7,24,325,8643,1.925,20,0,0,0,0,0,0,5,95,1.22,1.5,231.1,1.11,0.14,0.05
388,7,24,329,8775,2.077,36,0,27,11,5,0,0,2,52,1.77,1.77,207.86,1.13,0.16,0.05
388,7,24,342,8260,1.686,40,2,12,27,2,0,0,0,55,1.35,0.74,157.72,1.2,0.15,0.04
388,7,24,350,25812,2.213,33,0,0,18,0,0,0,0,81,1.2,0.94,384.52,1.2,0.13,0.04
388,7,24,355,8890,1.814,37,0,0,0,0,0,0,2,97,0.68,0.85,329.97,1.04,0.16,0.05
388,7,24,357,9500,1.645,22,0,0,0,4,0,0,0,95,2.14,1.44,333.45,1.1,0.17,0.06
